OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,OrderYear,OrderQuarter,OrderMonth,OrderDayOfWeek,IsWeekend,OrderMonthSin,OrderMonthCos,ComputedGrossPrice,TotalPriceDelta,TotalPriceDeltaAbs,HasCoupon,CouponFamily,IsDigitalPayment,CartUtilization,GrossCartValue,UnpurchasedCartItems,UnpurchasedCartValue,AddressNumber,UnitPriceTier,OrderValueSegment
ORD200206,2024-04-16,C31072,Laptop,4,229.1,729 Main St,Gift Card,Returned,TRK77172975,8,WINTER15,Email,916.4,2024,2,4,1,0,0.8660254037844387,-0.4999999999999998,916.4,0.0,0.0,1,Seasonal15,1,0.5,1832.8,4,916.4,729,Standard,High
ORD200207,2025-03-18,C54595,Phone,1,121.96,999 Main St,Debit Card,Delivered,TRK44416659,3,NO_COUPON,Google,121.96,2025,1,3,1,0,1.0,6.123233995736766e-17,121.96,0.0,0.0,0,NoCoupon,1,0.3333333333333333,365.88,2,243.92,999,Budget,Low
ORD200208,2024-10-08,C87777,Desk,2,408.32,597 Main St,Online,Shipped,TRK29003608,3,FREESHIP,Facebook,816.64,2024,4,10,1,0,-0.8660254037844386,0.5000000000000001,816.64,0.0,0.0,1,FreeShipping,1,0.6666666666666666,1224.96,1,408.32,597,High,Medium
ORD200209,2023-08-29,C35854,Tablet,5,187.97,706 Main St,Cash,Returned,TRK30615168,9,SAVE10,Google,939.85,2023,3,8,1,0,-0.8660254037844385,-0.5000000000000004,939.85,0.0,0.0,1,Discount10,0,0.5555555555555556,1691.73,4,751.88,706,Standard,High
ORD200210,2024-12-05,C93821,Chair,3,358.48,513 Main St,Gift Card,Delivered,TRK10658539,7,FREESHIP,Facebook,1075.44,2024,4,12,3,0,-2.4492935982947064e-16,1.0,1075.44,0.0,0.0,1,FreeShipping,1,0.42857142857142855,2509.36,4,1433.92,513,Standard,High
ORD200211,2025-01-03,C54390,Printer,3,193.58,185 Main St,Gift Card,Pending,TRK83853742,7,FREESHIP,Email,580.74,2025,1,1,4,0,0.49999999999999994,0.8660254037844387,580.74,0.0,0.0,1,FreeShipping,1,0.42857142857142855,1355.06,4,774.32,185,Standard,Medium
ORD200212,2023-06-20,C53215,Monitor,1,265.38,367 Main St,Credit Card,Cancelled,TRK34751835,6,WINTER15,Email,265.38,2023,2,6,1,0,1.2246467991473532e-16,-1.0,265.38,0.0,0.0,1,Seasonal15,1,0.16666666666666666,1592.28,5,1326.9,367,Standard,Low
ORD200213,2023-04-20,C71122,Laptop,1,634.4,317 Main St,Cash,Cancelled,TRK54757882,6,SAVE10,Email,634.4,2023,2,4,3,0,0.8660254037844387,-0.4999999999999998,634.4,0.0,0.0,1,Discount10,0,0.16666666666666666,3806.4,5,3172.0,317,Luxury,Medium
ORD200214,2024-08-21,C29483,Desk,4,305.72,673 Main St,Online,Delivered,TRK89423603,5,NO_COUPON,Facebook,1222.88,2024,3,8,2,0,-0.8660254037844385,-0.5000000000000004,1222.88,0.0,0.0,0,NoCoupon,1,0.8,1528.6,1,305.72,673,Standard,High
ORD200215,2023-08-10,C26767,Printer,1,303.6,432 Main St,Cash,Shipped,TRK24585307,5,FREESHIP,Facebook,303.6,2023,3,8,3,0,-0.8660254037844385,-0.5000000000000004,303.6,0.0,0.0,1,FreeShipping,0,0.2,1518.0,4,1214.4,432,Standard,Low
ORD200216,2025-04-15,C70492,Monitor,4,496.0,811 Main St,Online,Cancelled,TRK84625405,8,WINTER15,Google,1984.0,2025,2,4,1,0,0.8660254037844387,-0.4999999999999998,1984.0,0.0,0.0,1,Seasonal15,1,0.5,3968.0,4,1984.0,811,High,Premium
ORD200217,2024-05-20,C61549,Desk,4,321.51,908 Main St,Cash,Returned,TRK65596914,9,NO_COUPON,Google,1286.04,2024,2,5,0,0,0.49999999999999994,-0.8660254037844387,1286.04,0.0,0.0,0,NoCoupon,0,0.4444444444444444,2893.59,5,1607.55,908,Standard,High
ORD200218,2023-04-28,C11665,Tablet,3,112.46,882 Main St,Gift Card,Shipped,TRK10993930,6,SAVE10,Instagram,337.38,2023,2,4,4,0,0.8660254037844387,-0.4999999999999998,337.38,0.0,0.0,1,Discount10,1,0.5,674.76,3,337.38,882,Budget,Low
ORD200219,2025-05-02,C48946,Laptop,5,61.97,457 Main St,Cash,Delivered,TRK99387220,6,SAVE10,Email,309.85,2025,2,5,4,0,0.49999999999999994,-0.8660254037844387,309.85,0.0,0.0,1,Discount10,0,0.8333333333333334,371.82,1,61.97,457,Budget,Low
ORD200220,2023-07-18,C79506,Laptop,2,373.17,497 Main St,Credit Card,Pending,TRK95188748,6,SAVE10,Referral,746.34,2023,3,7,1,0,-0.4999999999999997,-0.8660254037844388,746.34,0.0,0.0,1,Discount10,1,0.3333333333333333,2239.02,4,1492.68,497,High,Medium
ORD200221,2024-02-23,C93473,Tablet,5,639.37,552 Main St,Debit Card,Pending,TRK50003989,6,SAVE10,Google,3196.85,2024,1,2,4,0,0.8660254037844386,0.5000000000000001,3196.85,0.0,0.0,1,Discount10,1,0.8333333333333334,3836.22,1,639.37,552,Luxury,Premium
ORD200222,2023-05-04,C43124,Chair,4,693.36,931 Main St,Online,Shipped,TRK17293348,8,NO_COUPON,Instagram,2773.44,2023,2,5,3,0,0.49999999999999994,-0.8660254037844387,2773.44,0.0,0.0,0,NoCoupon,1,0.5,5546.88,4,2773.44,931,Luxury,Premium
ORD200223,2024-09-11,C22783,Phone,4,692.91,673 Main St,Credit Card,Pending,TRK55009149,9,SAVE10,Instagram,2771.64,2024,3,9,2,0,-1.0,-1.8369701987210297e-16,2771.64,0.0,0.0,1,Discount10,1,0.4444444444444444,6064.96125,5,3319.6012499999997,673,Luxury,Premium
ORD200224,2023-09-23,C18567,Printer,4,91.46,507 Main St,Cash,Cancelled,TRK17554673,9,SAVE10,Referral,365.84,2023,3,9,5,1,-1.0,-1.8369701987210297e-16,365.84,0.0,0.0,1,Discount10,0,0.4444444444444444,823.14,5,457.3,507,Budget,Low
ORD200225,2024-03-13,C99879,Phone,3,273.96,692 Main St,Debit Card,Returned,TRK50246700,8,SAVE10,Google,821.88,2024,1,3,2,0,1.0,6.123233995736766e-17,821.88,0.0,0.0,1,Discount10,1,0.375,2191.68,5,1369.8,692,Standard,Medium
ORD200226,2025-06-27,C31501,Desk,3,588.05,242 Main St,Gift Card,Delivered,TRK93063929,8,NO_COUPON,Instagram,1764.15,2025,2,6,4,0,1.2246467991473532e-16,-1.0,1764.15,0.0,0.0,0,NoCoupon,1,0.375,4704.4,5,2940.25,242,Luxury,Premium
ORD200227,2023-11-02,C93220,Monitor,2,365.17,353 Main St,Online,Cancelled,TRK89023251,4,FREESHIP,Facebook,730.34,2023,4,11,3,0,-0.5000000000000004,0.8660254037844384,730.34,0.0,0.0,1,FreeShipping,1,0.5,1460.68,2,730.34,353,High,Medium
ORD200228,2023-05-17,C57867,Chair,4,385.92,579 Main St,Credit Card,Cancelled,TRK92055007,8,NO_COUPON,Instagram,1543.68,2023,2,5,2,0,0.49999999999999994,-0.8660254037844387,1543.68,0.0,0.0,0,NoCoupon,1,0.5,3087.36,4,1543.68,579,High,High
ORD200229,2025-03-28,C62622,Tablet,1,562.61,762 Main St,Credit Card,Delivered,TRK70997648,3,WINTER15,Facebook,562.61,2025,1,3,4,0,1.0,6.123233995736766e-17,562.61,0.0,0.0,1,Seasonal15,1,0.3333333333333333,1687.83,2,1125.22,762,Luxury,Medium
ORD200230,2023-12-16,C94595,Desk,4,61.91,948 Main St,Gift Card,Delivered,TRK24497305,6,WINTER15,Email,247.64,2023,4,12,5,1,-2.4492935982947064e-16,1.0,247.64,0.0,0.0,1,Seasonal15,1,0.6666666666666666,371.46,2,123.82,948,Budget,Low
ORD200231,2023-11-05,C30955,Phone,4,41.9,327 Main St,Gift Card,Pending,TRK46898848,9,FREESHIP,Instagram,167.6,2023,4,11,6,1,-0.5000000000000004,0.8660254037844384,167.6,0.0,0.0,1,FreeShipping,1,0.4444444444444444,377.1,5,209.5,327,Budget,Low
ORD200232,2023-05-19,C20731,Printer,4,444.44,610 Main St,Debit Card,Cancelled,TRK75568437,8,WINTER15,Google,1777.76,2023,2,5,4,0,0.49999999999999994,-0.8660254037844387,1777.76,0.0,0.0,1,Seasonal15,1,0.5,3555.52,4,1777.76,610,High,Premium
ORD200233,2024-08-24,C30168,Phone,3,311.33,146 Main St,Cash,Cancelled,TRK73699939,3,WINTER15,Instagram,933.99,2024,3,8,5,1,-0.8660254037844385,-0.5000000000000004,933.99,0.0,0.0,1,Seasonal15,0,1.0,933.99,0,0.0,146,Standard,High
ORD200234,2024-11-26,C79842,Printer,4,236.41,337 Main St,Debit Card,Pending,TRK26957950,7,SAVE10,Google,945.64,2024,4,11,1,0,-0.5000000000000004,0.8660254037844384,945.64,0.0,0.0,1,Discount10,1,0.5714285714285714,1654.87,3,709.23,337,Standard,High
ORD200235,2023-02-20,C32854,Desk,1,65.45,815 Main St,Cash,Pending,TRK30009218,2,WINTER15,Google,65.45,2023,1,2,0,0,0.8660254037844386,0.5000000000000001,65.45,0.0,0.0,1,Seasonal15,0,0.5,130.9,1,65.45,815,Budget,Low
ORD200236,2023-01-01,C14847,Monitor,1,318.81,562 Main St,Debit Card,Pending,TRK39663243,3,WINTER15,Email,318.81,2023,1,1,6,1,0.49999999999999994,0.8660254037844387,318.81,0.0,0.0,1,Seasonal15,1,0.3333333333333333,956.43,2,637.62,562,Standard,Low
ORD200237,2024-03-14,C88645,Monitor,3,583.72,783 Main St,Credit Card,Shipped,TRK74097570,5,FREESHIP,Facebook,1751.16,2024,1,3,3,0,1.0,6.123233995736766e-17,1751.16,0.0,0.0,1,FreeShipping,1,0.6,2918.6,2,1167.44,783,Luxury,Premium
ORD200238,2024-12-13,C66149,Desk,4,384.32,770 Main St,Credit Card,Pending,TRK76307307,6,WINTER15,Google,1537.28,2024,4,12,4,0,-2.4492935982947064e-16,1.0,1537.28,0.0,0.0,1,Seasonal15,1,0.6666666666666666,2305.92,2,768.64,770,High,High
ORD200239,2024-12-11,C20256,Tablet,3,538.74,456 Main St,Online,Shipped,TRK71127943,6,FREESHIP,Email,1616.22,2024,4,12,2,0,-2.4492935982947064e-16,1.0,1616.22,0.0,0.0,1,FreeShipping,1,0.5,3232.44,3,1616.22,456,Luxury,Premium
ORD200240,2023-07-12,C14983,Tablet,1,17.24,255 Main St,Online,Pending,TRK93444157,2,FREESHIP,Instagram,17.24,2023,3,7,2,0,-0.4999999999999997,-0.8660254037844388,17.24,0.0,0.0,1,FreeShipping,1,0.5,34.48,1,17.24,255,Budget,Low
ORD200241,2023-05-16,C20817,Chair,5,615.67,407 Main St,Online,Pending,TRK44164590,6,SAVE10,Email,3078.35,2023,2,5,1,0,0.49999999999999994,-0.8660254037844387,3078.35,0.0,0.0,1,Discount10,1,0.8333333333333334,3694.02,1,615.67,407,Luxury,Premium
ORD200242,2023-05-09,C94921,Printer,2,219.1,134 Main St,Online,Pending,TRK97794327,4,SAVE10,Referral,438.2,2023,2,5,1,0,0.49999999999999994,-0.8660254037844387,438.2,0.0,0.0,1,Discount10,1,0.5,876.4,2,438.2,134,Standard,Medium
ORD200243,2025-05-09,C54725,Chair,2,144.66,506 Main St,Online,Cancelled,TRK30601940,7,FREESHIP,Google,289.32,2025,2,5,4,0,0.49999999999999994,-0.8660254037844387,289.32,0.0,0.0,1,FreeShipping,1,0.2857142857142857,1012.62,5,723.3,506,Budget,Low
ORD200244,2023-02-16,C98096,Desk,2,317.77,838 Main St,Debit Card,Cancelled,TRK51518631,4,WINTER15,Facebook,635.54,2023,1,2,3,0,0.8660254037844386,0.5000000000000001,635.54,0.0,0.0,1,Seasonal15,1,0.5,1271.08,2,635.54,838,Standard,Medium
ORD200245,2025-04-20,C12667,Laptop,1,223.3,306 Main St,Online,Returned,TRK25390491,1,NO_COUPON,Facebook,223.3,2025,2,4,6,1,0.8660254037844387,-0.4999999999999998,223.3,0.0,0.0,0,NoCoupon,1,1.0,223.3,0,0.0,306,Standard,Low
ORD200246,2024-08-30,C55354,Desk,2,342.11,164 Main St,Gift Card,Shipped,TRK15439493,2,WINTER15,Instagram,684.22,2024,3,8,4,0,-0.8660254037844385,-0.5000000000000004,684.22,0.0,0.0,1,Seasonal15,1,1.0,684.22,0,0.0,164,Standard,Medium
ORD200247,2023-07-20,C14600,Printer,2,220.9,785 Main St,Gift Card,Shipped,TRK84984764,4,NO_COUPON,Email,441.8,2023,3,7,3,0,-0.4999999999999997,-0.8660254037844388,441.8,0.0,0.0,0,NoCoupon,1,0.5,883.6,2,441.8,785,Standard,Medium
ORD200248,2023-07-02,C97187,Laptop,1,670.54,471 Main St,Cash,Shipped,TRK62283713,6,FREESHIP,Referral,670.54,2023,3,7,6,1,-0.4999999999999997,-0.8660254037844388,670.54,0.0,0.0,1,FreeShipping,0,0.16666666666666666,4023.24,5,3319.6012499999997,471,Luxury,Medium
ORD200249,2024-02-07,C39106,Printer,1,546.19,245 Main St,Cash,Pending,TRK35464433,5,FREESHIP,Referral,546.19,2024,1,2,2,0,0.8660254037844386,0.5000000000000001,546.19,0.0,0.0,1,FreeShipping,0,0.2,2730.95,4,2184.76,245,Luxury,Medium
ORD200250,2023-04-05,C93379,Desk,3,42.95,318 Main St,Gift Card,Returned,TRK67954150,8,SAVE10,Email,128.85,2023,2,4,2,0,0.8660254037844387,-0.4999999999999998,128.85,0.0,0.0,1,Discount10,1,0.375,343.6,5,214.75,318,Budget,Low
ORD200251,2025-05-15,C93175,Monitor,4,14.69,814 Main St,Cash,Cancelled,TRK32995144,9,NO_COUPON,Email,58.76,2025,2,5,3,0,0.49999999999999994,-0.8660254037844387,58.76,0.0,0.0,0,NoCoupon,0,0.4444444444444444,132.21,5,73.45,814,Budget,Low
ORD200252,2024-09-20,C19648,Phone,4,668.36,821 Main St,Gift Card,Cancelled,TRK51297879,5,FREESHIP,Facebook,2673.44,2024,3,9,4,0,-1.0,-1.8369701987210297e-16,2673.44,0.0,0.0,1,FreeShipping,1,0.8,3341.8,1,668.36,821,Luxury,Premium
ORD200253,2024-03-23,C14891,Chair,4,413.74,743 Main St,Gift Card,Returned,TRK79471534,7,FREESHIP,Instagram,1654.96,2024,1,3,5,1,1.0,6.123233995736766e-17,1654.96,0.0,0.0,1,FreeShipping,1,0.5714285714285714,2896.18,3,1241.22,743,High,Premium
ORD200254,2023-12-26,C10866,Monitor,3,263.19,770 Main St,Online,Delivered,TRK34809583,5,NO_COUPON,Instagram,789.57,2023,4,12,1,0,-2.4492935982947064e-16,1.0,789.57,0.0,0.0,0,NoCoupon,1,0.6,1315.95,2,526.38,770,Standard,Medium
ORD200255,2024-05-13,C47283,Monitor,1,263.96,806 Main St,Gift Card,Returned,TRK56235117,2,SAVE10,Google,263.96,2024,2,5,0,0,0.49999999999999994,-0.8660254037844387,263.96,0.0,0.0,1,Discount10,1,0.5,527.92,1,263.96,806,Standard,Low
ORD200256,2025-06-30,C94323,Chair,5,75.81,463 Main St,Gift Card,Returned,TRK22663277,10,WINTER15,Instagram,379.05,2025,2,6,0,0,1.2246467991473532e-16,-1.0,379.05,0.0,0.0,1,Seasonal15,1,0.5,758.1,5,379.05,463,Budget,Low
ORD200257,2024-04-23,C89732,Phone,1,406.22,712 Main St,Credit Card,Cancelled,TRK41059233,5,SAVE10,Referral,406.22,2024,2,4,1,0,0.8660254037844387,-0.4999999999999998,406.22,0.0,0.0,1,Discount10,1,0.2,2031.1,4,1624.88,712,High,Low
ORD200258,2024-02-26,C87764,Tablet,2,103.41,294 Main St,Online,Shipped,TRK94082469,2,FREESHIP,Referral,206.82,2024,1,2,0,0,0.8660254037844386,0.5000000000000001,206.82,0.0,0.0,1,FreeShipping,1,1.0,206.82,0,0.0,294,Budget,Low
ORD200259,2023-06-11,C20977,Chair,4,435.12,636 Main St,Credit Card,Delivered,TRK54991561,9,SAVE10,Instagram,1740.48,2023,2,6,6,1,1.2246467991473532e-16,-1.0,1740.48,0.0,0.0,1,Discount10,1,0.4444444444444444,3916.08,5,2175.6,636,High,Premium
ORD200260,2023-05-17,C12245,Monitor,2,407.79,153 Main St,Debit Card,Shipped,TRK22000463,3,NO_COUPON,Google,815.58,2023,2,5,2,0,0.49999999999999994,-0.8660254037844387,815.58,0.0,0.0,0,NoCoupon,1,0.6666666666666666,1223.37,1,407.79,153,High,Medium
ORD200261,2025-05-28,C68976,Phone,5,173.65,460 Main St,Gift Card,Delivered,TRK25491356,9,SAVE10,Email,868.25,2025,2,5,2,0,0.49999999999999994,-0.8660254037844387,868.25,0.0,0.0,1,Discount10,1,0.5555555555555556,1562.85,4,694.6,460,Budget,High
ORD200262,2023-01-10,C69476,Phone,4,249.07,642 Main St,Credit Card,Returned,TRK65869386,5,WINTER15,Referral,996.28,2023,1,1,1,0,0.49999999999999994,0.8660254037844387,996.28,0.0,0.0,1,Seasonal15,1,0.8,1245.35,1,249.07,642,Standard,High
ORD200263,2023-03-25,C71040,Phone,4,434.85,250 Main St,Credit Card,Pending,TRK41397604,4,WINTER15,Google,1739.4,2023,1,3,5,1,1.0,6.123233995736766e-17,1739.4,0.0,0.0,1,Seasonal15,1,1.0,1739.4,0,0.0,250,High,Premium
ORD200264,2024-08-03,C71035,Tablet,1,436.77,977 Main St,Cash,Returned,TRK19599578,5,FREESHIP,Google,436.77,2024,3,8,5,1,-0.8660254037844385,-0.5000000000000004,436.77,0.0,0.0,1,FreeShipping,0,0.2,2183.85,4,1747.08,977,High,Medium
ORD200265,2023-12-22,C20752,Printer,1,572.13,150 Main St,Debit Card,Cancelled,TRK22298450,4,SAVE10,Google,572.13,2023,4,12,4,0,-2.4492935982947064e-16,1.0,572.13,0.0,0.0,1,Discount10,1,0.25,2288.52,3,1716.39,150,Luxury,Medium
ORD200266,2024-06-08,C38840,Chair,4,583.07,589 Main St,Credit Card,Cancelled,TRK48484633,6,FREESHIP,Referral,2332.28,2024,2,6,5,1,1.2246467991473532e-16,-1.0,2332.28,0.0,0.0,1,FreeShipping,1,0.6666666666666666,3498.42,2,1166.14,589,Luxury,Premium
ORD200267,2025-04-17,C84480,Chair,5,468.51,803 Main St,Debit Card,Delivered,TRK62361867,9,NO_COUPON,Facebook,2342.55,2025,2,4,3,0,0.8660254037844387,-0.4999999999999998,2342.55,0.0,0.0,0,NoCoupon,1,0.5555555555555556,4216.59,4,1874.04,803,High,Premium
ORD200268,2023-08-11,C37032,Phone,2,423.88,655 Main St,Debit Card,Delivered,TRK48639226,7,SAVE10,Referral,847.76,2023,3,8,4,0,-0.8660254037844385,-0.5000000000000004,847.76,0.0,0.0,1,Discount10,1,0.2857142857142857,2967.16,5,2119.4,655,High,High
ORD200269,2023-11-25,C48942,Tablet,4,663.67,129 Main St,Credit Card,Pending,TRK29355120,7,FREESHIP,Google,2654.68,2023,4,11,5,1,-0.5000000000000004,0.8660254037844384,2654.68,0.0,0.0,1,FreeShipping,1,0.5714285714285714,4645.69,3,1991.01,129,Luxury,Premium
ORD200270,2023-06-04,C13540,Printer,4,309.91,127 Main St,Debit Card,Shipped,TRK81087373,5,WINTER15,Google,1239.64,2023,2,6,6,1,1.2246467991473532e-16,-1.0,1239.64,0.0,0.0,1,Seasonal15,1,0.8,1549.55,1,309.91,127,Standard,High
ORD200271,2023-03-28,C59572,Monitor,1,542.07,791 Main St,Cash,Shipped,TRK16792991,6,WINTER15,Referral,542.07,2023,1,3,1,0,1.0,6.123233995736766e-17,542.07,0.0,0.0,1,Seasonal15,0,0.16666666666666666,3252.42,5,2710.35,791,Luxury,Medium
ORD200272,2023-09-19,C29758,Chair,2,399.32,119 Main St,Online,Pending,TRK12990043,6,WINTER15,Instagram,798.64,2023,3,9,1,0,-1.0,-1.8369701987210297e-16,798.64,0.0,0.0,1,Seasonal15,1,0.3333333333333333,2395.92,4,1597.28,119,High,Medium
ORD200273,2024-10-27,C11849,Tablet,2,238.25,974 Main St,Online,Cancelled,TRK91195261,7,FREESHIP,Email,476.5,2024,4,10,6,1,-0.8660254037844386,0.5000000000000001,476.5,0.0,0.0,1,FreeShipping,1,0.2857142857142857,1667.75,5,1191.25,974,Standard,Medium
ORD200274,2023-02-04,C50967,Phone,2,182.4,884 Main St,Gift Card,Cancelled,TRK65300814,5,SAVE10,Referral,364.8,2023,1,2,5,1,0.8660254037844386,0.5000000000000001,364.8,0.0,0.0,1,Discount10,1,0.4,912.0,3,547.2,884,Budget,Low
ORD200275,2023-11-04,C80735,Chair,2,65.07,360 Main St,Credit Card,Cancelled,TRK99880231,4,SAVE10,Google,130.14,2023,4,11,5,1,-0.5000000000000004,0.8660254037844384,130.14,0.0,0.0,1,Discount10,1,0.5,260.28,2,130.14,360,Budget,Low
ORD200276,2025-03-29,C99050,Printer,2,600.57,654 Main St,Debit Card,Returned,TRK56927089,3,WINTER15,Instagram,1201.14,2025,1,3,5,1,1.0,6.123233995736766e-17,1201.14,0.0,0.0,1,Seasonal15,1,0.6666666666666666,1801.71,1,600.57,654,Luxury,High
ORD200277,2024-09-09,C11210,Chair,5,90.92,910 Main St,Credit Card,Delivered,TRK44929965,9,SAVE10,Facebook,454.6,2024,3,9,0,0,-1.0,-1.8369701987210297e-16,454.6,0.0,0.0,1,Discount10,1,0.5555555555555556,818.28,4,363.68,910,Budget,Medium
ORD200278,2024-11-18,C46015,Laptop,5,362.46,299 Main St,Cash,Delivered,TRK46598430,6,FREESHIP,Instagram,1812.3,2024,4,11,0,0,-0.5000000000000004,0.8660254037844384,1812.3,0.0,0.0,1,FreeShipping,0,0.8333333333333334,2174.76,1,362.46,299,Standard,Premium
ORD200279,2023-10-20,C69167,Chair,3,55.01,263 Main St,Online,Pending,TRK12425655,7,WINTER15,Email,165.03,2023,4,10,4,0,-0.8660254037844386,0.5000000000000001,165.03,0.0,0.0,1,Seasonal15,1,0.42857142857142855,385.07,4,220.04,263,Budget,Low
ORD200280,2023-03-27,C55388,Tablet,3,404.62,740 Main St,Gift Card,Delivered,TRK75741001,6,FREESHIP,Instagram,1213.86,2023,1,3,0,0,1.0,6.123233995736766e-17,1213.86,0.0,0.0,1,FreeShipping,1,0.5,2427.72,3,1213.86,740,High,High
ORD200281,2023-07-27,C87181,Desk,4,654.79,195 Main St,Cash,Pending,TRK60093390,9,NO_COUPON,Referral,2619.16,2023,3,7,3,0,-0.4999999999999997,-0.8660254037844388,2619.16,0.0,0.0,0,NoCoupon,0,0.4444444444444444,5893.11,5,3273.95,195,Luxury,Premium
ORD200282,2025-04-22,C30411,Printer,4,637.79,375 Main St,Gift Card,Cancelled,TRK71810536,9,FREESHIP,Google,2551.16,2025,2,4,1,0,0.8660254037844387,-0.4999999999999998,2551.16,0.0,0.0,1,FreeShipping,1,0.4444444444444444,5740.11,5,3188.95,375,Luxury,Premium
ORD200283,2025-02-28,C39638,Laptop,4,540.33,990 Main St,Cash,Shipped,TRK69745608,6,NO_COUPON,Google,2161.32,2025,1,2,4,0,0.8660254037844386,0.5000000000000001,2161.32,0.0,0.0,0,NoCoupon,0,0.6666666666666666,3241.98,2,1080.66,990,Luxury,Premium
ORD200284,2023-02-16,C27203,Laptop,5,208.17,516 Main St,Credit Card,Returned,TRK22023906,6,SAVE10,Facebook,1040.85,2023,1,2,3,0,0.8660254037844386,0.5000000000000001,1040.85,0.0,0.0,1,Discount10,1,0.8333333333333334,1249.02,1,208.17,516,Standard,High
ORD200285,2025-06-10,C67583,Phone,1,338.31,974 Main St,Online,Delivered,TRK93281700,3,NO_COUPON,Google,338.31,2025,2,6,1,0,1.2246467991473532e-16,-1.0,338.31,0.0,0.0,0,NoCoupon,1,0.3333333333333333,1014.93,2,676.62,974,Standard,Low
ORD200286,2025-04-07,C70554,Monitor,3,139.45,187 Main St,Gift Card,Returned,TRK61086952,8,WINTER15,Google,418.35,2025,2,4,0,0,0.8660254037844387,-0.4999999999999998,418.35,0.0,0.0,1,Seasonal15,1,0.375,1115.6,5,697.25,187,Budget,Medium
ORD200287,2023-11-24,C70437,Chair,4,655.18,630 Main St,Online,Shipped,TRK26628830,5,NO_COUPON,Facebook,2620.72,2023,4,11,4,0,-0.5000000000000004,0.8660254037844384,2620.72,0.0,0.0,0,NoCoupon,1,0.8,3275.9,1,655.18,630,Luxury,Premium
ORD200288,2023-03-12,C97643,Laptop,4,512.75,537 Main St,Debit Card,Returned,TRK60831391,8,WINTER15,Google,2051.0,2023,1,3,6,1,1.0,6.123233995736766e-17,2051.0,0.0,0.0,1,Seasonal15,1,0.5,4102.0,4,2051.0,537,High,Premium
ORD200289,2023-07-26,C17136,Chair,4,160.49,333 Main St,Credit Card,Shipped,TRK55362541,8,WINTER15,Referral,641.96,2023,3,7,2,0,-0.4999999999999997,-0.8660254037844388,641.96,0.0,0.0,1,Seasonal15,1,0.5,1283.92,4,641.96,333,Budget,Medium
ORD200290,2023-05-05,C24901,Chair,3,99.9,258 Main St,Cash,Delivered,TRK14029489,8,FREESHIP,Facebook,299.7,2023,2,5,4,0,0.49999999999999994,-0.8660254037844387,299.7,0.0,0.0,1,FreeShipping,0,0.375,799.2,5,499.5,258,Budget,Low
ORD200291,2024-05-12,C61521,Phone,2,345.01,670 Main St,Credit Card,Delivered,TRK93676567,6,FREESHIP,Google,690.02,2024,2,5,6,1,0.49999999999999994,-0.8660254037844387,690.02,0.0,0.0,1,FreeShipping,1,0.3333333333333333,2070.06,4,1380.04,670,Standard,Medium
ORD200292,2025-01-15,C39639,Monitor,1,65.95,185 Main St,Credit Card,Delivered,TRK31042152,5,NO_COUPON,Facebook,65.95,2025,1,1,2,0,0.49999999999999994,0.8660254037844387,65.95,0.0,0.0,0,NoCoupon,1,0.2,329.75,4,263.8,185,Budget,Low
ORD200293,2023-02-16,C33220,Tablet,4,463.04,564 Main St,Gift Card,Returned,TRK40450219,9,NO_COUPON,Instagram,1852.16,2023,1,2,3,0,0.8660254037844386,0.5000000000000001,1852.16,0.0,0.0,0,NoCoupon,1,0.4444444444444444,4167.36,5,2315.2,564,High,Premium
ORD200294,2025-04-01,C65414,Phone,2,297.71,208 Main St,Online,Shipped,TRK67562517,7,SAVE10,Referral,595.42,2025,2,4,1,0,0.8660254037844387,-0.4999999999999998,595.42,0.0,0.0,1,Discount10,1,0.2857142857142857,2083.97,5,1488.55,208,Standard,Medium
ORD200295,2023-01-25,C49009,Printer,5,107.48,278 Main St,Debit Card,Cancelled,TRK46285799,9,FREESHIP,Email,537.4,2023,1,1,2,0,0.49999999999999994,0.8660254037844387,537.4,0.0,0.0,1,FreeShipping,1,0.5555555555555556,967.32,4,429.92,278,Budget,Medium
ORD200296,2024-06-19,C48453,Desk,5,638.8,434 Main St,Debit Card,Cancelled,TRK52110494,10,WINTER15,Referral,3194.0,2024,2,6,2,0,1.2246467991473532e-16,-1.0,3194.0,0.0,0.0,1,Seasonal15,1,0.5,6064.96125,5,3194.0,434,Luxury,Premium
ORD200297,2023-02-22,C68078,Desk,2,493.88,252 Main St,Credit Card,Returned,TRK64862812,7,SAVE10,Instagram,987.76,2023,1,2,2,0,0.8660254037844386,0.5000000000000001,987.76,0.0,0.0,1,Discount10,1,0.2857142857142857,3457.16,5,2469.4,252,High,High
ORD200298,2023-12-19,C19402,Printer,4,301.17,267 Main St,Online,Cancelled,TRK97825212,6,NO_COUPON,Email,1204.68,2023,4,12,1,0,-2.4492935982947064e-16,1.0,1204.68,0.0,0.0,0,NoCoupon,1,0.6666666666666666,1807.02,2,602.34,267,Standard,High
